PIB trimestriel SCN93 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"aux prix chaînés 1998, CVS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1998,,,,1999,,,,2000,,,,2001,,,,2002,,,,2003,,,,2004,,,,2005,,,,2006,,,,2007,,,,2008,,,,2009,,,,2010,,,,2011,,,,2012,,,,2013,,,,2014,,,
,T1,T2,T3,T4,T1,T2,T3,T4,T1,T2,T3,T4,T1,T2,T3,T4,T1,T2,T3,T4,T1,T2,T3,T4,T1,T2,T3,T4,T1,T2,T3,T4,T1,T2,T3,T4,T1,T2,T3,T4,T1,T2,T3,T4,T1,T2,T3,T4,T1,T2,T3,T4,T1,T2,T3,T4,T1,T2,T3,T4,T1,T2,T3,T4,T1,T2,T3,T4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pib hors primaire,77993.0320128487,78167.09617524136,78970.91022546751,80336.95659952948,78007.41503076373,81846.63671786057,83422.01722148055,84343.93102989528,83848.78505448706,83917.7208236693,86778.12910250276,86545.04796609994,87983.18223557576,90374.92174529712,90251.43168409646,92225.34590277223,91053.24453895508,92612.69442367561,93791.50652461918,94741.96052469859,94962.96830025101,95748.67960972276,97536.60476194418,98488.04072259748,100200.30169640272,100783.66020618453,102439.14621019473,102117.1809172083,104110.93575842289,106027.29352758186,107953.32463407565,109361.34190263876,110484.67647666184,112837.90740617944,113338.13436259063,115317.52115597471,117692.90519312577,120719.07446145867,120912.19167121664,123230.19215118657,123846.6718931597,125908.70673343228,126801.68409466984,125625.77331164753,121614.01674099386,126603.4633979323,127436.85428192193,132158.35666531516,129101.71338280581,132692.59655975894,133753.89733638,135879.43612643686,136403.39398430026,138327.0972833996,140503.7317696392,142557.9428401161,142713.53830799676,144349.80961721228,146950.92589816256,147843.72617662844,145269,148360.0974595629,149644.2790251493,151194.75480640278,149420.72502922133,,,
primaire,17265.98452365915,17440.75478830531,16626.37824260146,17583.88244543409,15069.08453785754,14264.87584859483,14815.21773563828,14650.821877909351,13375.02525632489,11995.819507703605,13443.943549195857,12834.32725777683,15149.23338628876,15087.701946693465,15297.701844564921,15956.37437484226,16198.32060116895,15742.78606982926,15770.250491815663,16411.346613439156,17166.314018950183,21967.735608988096,19337.18355495541,18675.77507444331,18673.494056986037,22151.938745909825,20017.715790421236,19745.658274614114,17301.388372366408,17139.93944315102,18378.2941090964,18826.709231805376,20904.783732168748,22095.537288791587,20939.73531150186,22798.181472262582,17899.826967141256,16820.670706090572,17719.385650114196,16917.73607461425,19747.645059473052,19443.165718635766,20478.727881171817,21187.305667561817,24786.68318463436,26220.314992159223,25592.35174039947,27605.666681655006,24365,24849.153352334288,25584.990101281543,26975.233945716565,25906.55741902537,26537.576684902167,26771.762799115888,27774.744810373642,24048,24707.590589806674,25023.346870200534,25533.44168422357,28148,29599.9481235816,29633.35510301532,30539.631780732176,27352.481387254276,29189.5544657987,29260.134959127074,
secondaire,24431.70446146707,23520.98269661246,23330.625645313594,23144.687196606857,23471.783534727496,24134.956030383324,24099.533788174893,24602.726646714294,24657.68622806544,24753.632923400466,25305.036373896102,25476.12339412452,26087.149793133933,25949.204335730014,26186.834583941767,26714.952921648815,26410.29614073499,26962.856155831596,27240.316204924242,27178.749129254207,27412.445371766367,28076.53509690962,28610.726396197548,28481.359148306594,29117.732763046566,28768.077193748704,29310.9878066477,29646.996865469308,29635.140492068094,30354.98194159533,31022.27129088301,31540.3471198643,31562.299186903412,32017.988039436124,31993.736439823697,32802.77794813561,33506.06118027535,34370.27275202638,34216.85410963074,34717.97697481427,35767.358344561275,35936.06394604511,35922.71820402221,34074.32364138789,31398,33200,34100,36400,34069,35597,35899,38246,35607.1645013917,36244.05867219883,37189.33998656737,40527.84818270877,36674,36687.36143114719,38060.84909752733,40117.36833365547,36155.53314494224,36856.62967290619,38087.298911737846,40834.53827041373,36791.657101310986,37634.01864295286,39861.374934645726,
tert,42215.511148909754,43996.18316667498,45236.62590326826,45986.67479423402,43620.542807529106,46305.46649323528,47782.52105328099,48482.4696459547,48303.68483300167,48689.37260646277,49144.320688512256,49826.22614453917,50953.753702388865,51567.91063444299,52025.9643133517,52713.85268195455,52303.83323194877,53012.00859678404,53533.08589290702,54155.16486604174,54501.899652731736,55189.84590833786,56067.691429911676,56893.38045737804,57485.336506365304,58314.93925744358,58991.14887338056,60226.7960466498,61022.82360853946,61928.22540711034,63055.473770197415,63770.46141180792,64101.596841275736,65485.693150278355,66062.68541494416,67152.48316184992,67678.54488757777,69222.00978779468,70201.06048927773,71663.31028815068,70601,71830,73545,74176,72702.33048363899,75151.70351985711,75279.5434280715,77358.50225544487,76215,77560,78287,78295,81304.47188480636,82216.01431000952,83085.89999964458,82244.61975581679,85668.96547367203,87050.94814158912,87895.8012537369,87337.28513100198,88265,90118.27271990267,89735.78923305088,89120.85498447655,91319.57232414732,93289.24240396365,92635.00538103496,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9806514094162906,5.92917478882391,6.088062311238285,6.020900957960573,4.324814758808415,-8.277104738537034,-9.626910398561584,-7.998741579305635,-8.999999999999996,,,,,,,,
Pêche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.41836336010924,7.371349095966617,-12.25710014947683,-12.099276111685631,9.152872444011685,-2.849740932642486,3.066439522998299,11.711362705688956,24.735527422763393,24.735527422763393,24.735527422763393,,,,,,
Industrie d’extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.709141523295033,14.521880064829817,2.82170542635658,-1.7515407071034717,8.178438661710041,-7.840362298330028,-5.367913148371528,4.7354849053994785,-2.806623910650141,-2.806623910650141,-2.806623910650141,,,,,,
raffinage de petrole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.14285714285714,120,-47.45762711864406,85,84.61538461538463,36.36363636363635,19.354838709677423,-12.16216216216216,5.577624437554407,5.577624437554407,5.577624437554407,,,,,,
d01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0704474303652853,4.240412979351027,4.027215888194191,3.7330928764652827,4.201831567606384,3.4488857446055787,2.5455188262329953,3.56397774687065,3.600000000000003,3.600000000000003,3.600000000000003,,,,,,
d02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.428802612527917,0.24485798237021683,4.597415506958247,-2.669121030832955,0.16486104569006788,3.370786516853941,1.1166547873604271,4.018912529550822,1.410657713056085,1.410657713056085,1.410657713056085,,,,,,
d03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.130486178008953,1.3308857273978791,7.182576459684897,-0.7808911345888792,-2.672101449275366,-0.6793478260869512,-1.2537829658452182,3.750000000000009,-1.180597839443187,-1.180597839443187,-1.180597839443187,,,,,,
d04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7563668252018,2.523933855526539,0.3211991434689532,-0.40598290598290454,1.9636824324324342,3.9261460101867485,-0.17075773745998113,1.587642136880496,1.3568879733218076,1.3568879733218076,1.3568879733218076,,,,,,
d05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.809187373599852,2.96244459995334,0.6420545746388395,4.340761374187552,6.360912652684947,6.456728590847294,1.0025062656641603,-3.2035595105673,-3.7820335281328776,-3.7820335281328776,-3.7820335281328776,,,,,,
Electricité et eau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.890832022746141,0.4107981220657253,5.68475452196382,5.265210608424331,12.84331159849832,12.565751022793691,10.833176603347749,8.861861226421563,1.7291677455439913,1.7291677455439913,1.7291677455439913,,,,,,
Bâtiment et travaux publics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3892312607178936,2.03896103896104,1.6660258874791722,6.07335349020639,7.006369426751591,5.727376861397482,3.5043489222236213,-0.6363472896654399,-5.668159528472028,-5.668159528472028,-5.668159528472028,,,,,,
Commerce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.030092689229816,3.828236980410904,4.14787562307144,4.705261924293924,4.724651965011706,2.8012654587287855,1.6979089510569256,1.99395093536463,1.6000000000000014,1.6000000000000014,1.6000000000000014,,,,,,
Hôtels et restaurants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.314526256922615,6.2893081761006275,-2.90835306053433,-3.911735205616851,-6.950819672131148,-4.930966469428011,2.333681644026475,3.7650348113200893,5.630000000000002,5.630000000000002,5.630000000000002,,,,,,
Transports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.417270476169866,7.390154853329967,6.463399269245307,5.874952824254631,3.8994800693240794,1.6764361078546397,2.42603550295859,1.4924948034617191,3.4899870419759615,3.4899870419759615,3.4899870419759615,,,,,,
Postes et télécommunications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.63021778584392,13.03197353914003,15.53701772679874,24.071353620146894,23.01086394205898,13.363246195864221,12.833935018050546,27.069808972839414,19.631574740936976,19.631574740936976,19.631574740936976,,,,,,
Activités financières et assurances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2872946882789282,6.502725313727975,6.6526783510244325,7.220260562522829,9.88511249401627,5.21304451321114,6.2261312348107944,4.1565671116172265,3.3381832199350203,3.3381832199350203,3.3381832199350203,,,,,,
Services rendus aux entreprises et services personnels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6553760570788159,4.201934703748478,3.5284250883603985,4.0832141154029555,4.360291482499101,5.633884537278799,5.039925934498313,4.871362010422087,4.740000000000011,4.740000000000011,4.740000000000011,,,,,,
Administration publique générale et sécurité sociale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.941884923458349,6.487882068793205,6.436705727017666,5.729209173263694,4.528241076464434,11.70029720006256,11.66072259265003,6.3450405248938635,9.041856162799666,9.041856162799666,9.041856162799666,,,,,,
"Education, santé et action sociale",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.311384562519116,11.226508407517311,10.368083204680257,7.975705266522826,4.189220993174869,6.699273751296864,6.655378046087024,4.909803991227979,7.142480675953866,7.142480675953866,7.142480675953866,,,,,,
Branche fictive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.938005390835574,7.014925373134329,7.346761338936392,7.90412327008132,10.84420994168287,5.299860529986056,5.737041036717061,1.6743226124748212,3.1514102369789354,3.1514102369789354,3.1514102369789354,,,,,,
impôt_sub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.01969472821633,3.6351517637407627,2.1531100478468845,3.521878335112061,1.4293006636038719,3.0030178597932,3.112802498048395,1.9,2.093560651782056,2.093560651782056,2.093560651782056,,,,,,
PIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0635330017377385,5.631121219437718,4.465999999999992,4.9862417711950435,4.882233854091389,2.7885168403510407,2.3477275338014136,3.011663976791623,1.9962543400273258,1.9962543400273258,1.9962543400273258,,,,,,
