,Crédit bancaire,    Crédits à la consommation,Comptes débiteurs et crédits de trésorerie,Crédits à l'équipement,Créances diverses sur la clientèle,Crédits à caractére financier(2),Autres crédits(3),Créances en souffrance,Secteur public hors AC,Administrations locales,Sociétés non financières publiques,Secteur privé,Sociétés non financières privées,Autres secteurs résidents,Particuliers et Marocains Résidant à l'Etranger,Entrepreneurs individuels,ISBLSM,Autres sociétés financières,Sociétés de financement,Etablissements de crédit assimilés(1),OPCVM autres que monétaires,Autres(2),Dépôts à vue auprés des banques,Masse monétaire (M3),Avoirs officiels de réserve
2010-08-01,616050.6461,32024.6886,140299.2833,128791.1112,99362.6783,95172.9854,4189.6929,31700.646,28992.8204,8951.714,20041.1064,497257.6781,286108.236,211149.4422,167962.4523,39711.5536,3475.4363,89800.1476,50019.0671,25003.1012,355.6998,14422.2794,338651.8525,871463.2078,183952.2736
2010-09-01,620386.3121,32165.7647,141723.4728,130078.5128,99091.3837,94778.8001,4312.5836,32655.4114,28478.085,9046.052,19432.033,502329.9804,297266.0333,205063.947,168613.5258,32945.6538,3504.7674,89578.2468,49516.7927,24107.3485,201.3956,15752.71,341406.5081,872959.1329,185768.792
2010-10-01,621197.5189,32151.6739,141072.2505,132309.7776,96109.4552,91748.5006,4360.9546,32964.4024,28390.9498,9137.253,19253.6968,504773.4217,298815.9842,205957.4375,169383.4979,33040.5578,3533.3818,88033.1474,48618.7032,23755.472,724.721,14934.2511,340170.5927,872676.4935,194950.1581
2010-11-01,623765.0358,32178.5559,142768.4475,133524.9985,93768.7101,89367.3729,4401.3372,33415.7359,29470.3585,9391.127,20079.2315,509570.6021,299014.4992,210556.1029,171254.4342,35912.8084,3388.8602,84724.0752,47530.6236,21852.2767,272.2928,15068.882,345380.3305,879555.3523,196567.0857
2010-12-01,621485.701,32444.5345,143031.7978,134516.1347,93587.9789,89522.7052,4065.2738,29680.6523,25082.3849,9757.58,15324.8049,511559.7333,300038.5316,211521.2016,173072.6032,35121.3565,3327.242,84843.5829,48212.9645,22557.2333,286.2366,13787.1486,356841.7323,891865.6709,198165.7559
2011-01-01,615517.6704,32593.7716,139290.3661,133804.5169,90461.0709,86158.37,4302.7009,29293.3819,24247.1282,9795.34,14451.7882,509922.992,295170.6052,214752.3868,173368.3213,37840.0849,3543.9806,81347.5502,48346.6907,22273.584,5247.2158,5480.0598,350600.9364,887900.0837,197887.2401
2011-02-01,625509.2399,32758.621,144577.0637,133031.9824,92891.535,88496.227,4395.308,30099.0816,26551.4061,9697.484,16853.9221,515324.1831,298956.536,216367.6471,175447.7811,37514.788,3405.0779,83633.6507,47739.6495,25304.0088,418.9507,10171.0418,350543.3204,890679.5998,196491.7694
2011-03-01,631077.036,32810.6363,146527.9717,132866.1567,93999.4237,89136.3696,4863.0541,30918.9048,25066.1201,9625.206,15440.9141,522404.364,312772.0178,209632.3461,176836.9451,29532.2872,3263.1139,83606.5519,47619.8252,25451.6128,206.6949,10328.419,355647.2639,895757.8513,189337.7098
2011-04-01,634977.1828,32869.3675,150105.5643,133049.6953,91489.6938,87035.3737,4454.3201,31372.931,26037.4708,9594.303,16443.1678,526711.6944,316787.0594,209924.6349,177642.1825,28849.9912,3432.4612,82228.0177,47142.2107,24977.4139,696.9821,9411.4109,351696.802,890288.8226,187362.0072
2011-05-01,640212.6678,33142.5062,150249.9245,135601.0425,91207.3493,86754.8119,4452.5374,31537.993,28701.0893,9596.974,19104.1153,529651.542,318692.7241,210958.8179,180035.0411,27598.3703,3325.4065,81860.0364,47157.9096,24592.1978,599.9681,9509.9608,352157.749,900185.4368,185772.1657
2011-06-01,660285.9068,33430.0391,165078.7858,135745.7369,94219.77,88786.8078,5432.9622,32169.745,33449.7165,9807.711,23642.0055,542047.2084,326337.4313,215709.7771,181691.977,30655.8637,3361.9364,84788.9819,47940.0016,23717.4078,1379.2485,11752.324,365490.504,907675.3588,181059.5963
2011-07-01,659085.4777,33629.6743,163562.7968,136755.6338,91122.5974,86278.1018,4844.4956,32909.302,33594.061,9594.845,23999.216,543950.9692,325618.8201,218332.149,183311.672,31687.35,3333.1271,81540.4476,49079.1256,22602.0683,195.7261,9663.5277,363611.462,911870.1898,178208.0158
2011-08-01,663269.0266,33946.4957,164149.4746,136708.9762,92537.7411,87448.7035,5089.0386,32809.771,34337.185,9657.273,24679.912,546036.842,327362.8099,218674.0321,185495.2376,29792.0717,3386.7227,82895.0006,48557.3018,22108.3665,690.8126,11538.5198,362490.864,914890.1223,182135.8067
2011-09-01,668689.511,35425.1494,165819.9419,136129.5078,91849.5769,86211.8403,5637.7366,33123.75,34337.2623,9615.454,24721.8083,551200.9484,327086.7852,224114.1631,188454.1894,32168.2608,3491.7129,83151.3004,48289.0597,21350.6483,707.1176,12804.4749,366953.079,914199.7822,177000.4572
2011-10-01,664613.103,35737.4663,160198.0408,136066.8168,91997.0542,85919.6641,6077.3901,33401.887,31386.7236,9547.783,21838.9406,549991.6091,326459.0075,223532.6016,187594.6324,32679.9058,3258.0635,83234.7702,48688.5969,20967.0497,370.9001,13208.2235,361894.274,915827.6673,175463.1543
2011-11-01,666931.221,36036.9307,161090.3846,136198.3663,91427.873,85500.0603,5927.8127,33857.7,33410.2843,9728.069,23682.2153,550545.8018,327012.3421,223533.4597,189606.0234,30792.4619,3134.9744,82975.1349,48978.6795,20684.1504,3917.4175,9394.8876,367739.679,926956.1968,175765.2965
2011-12-01,687333.2931,36076.1437,172323.7296,140096.843,98995.1124,91655.0303,7340.0821,32498.678,33087.707,10441.482,22646.225,563423.9376,335917.5093,227506.4283,189360.921,34994.8152,3150.6921,90821.6484,51519.9339,20087.4225,7431.9824,11782.3096,384417.861,949287.0675,173244.1582
2012-01-01,680125.908,36337.3621,167500.9944,138920.2222,96737.0815,91362.6717,5374.4098,33202.135,37239.0863,10602.103,26636.9833,552554.3336,326223.6974,226330.6362,189722.8575,33508.9667,3098.812,90332.4881,51405.5613,20624.9263,6872.5129,11429.4876,378374.854,937919.8103,168062.0293
2012-02-01,674803.2236,36613.7924,164305.3026,135191.9243,95915.63,91589.3684,4326.2616,33676.912,36250.7688,10525.25,25725.5188,549835.7226,321517.8757,228317.8469,191200.2474,34186.7288,2930.8707,88716.7322,51095.9529,20991.9459,7137.4805,9491.353,376247.987,939656.1172,165493.372
